"EmployeeCode","ExperienceInAGS","EmployeeAge","Gender","MaritalStatus","WorkLocation","JobRole","ExperienceType","ProdAvgDuringNotice","QualAvgDuringNotice","Course","Last30DaysLeaveCount","TotalExtraHoursWorked","Function","Shift","TransportMode","EngagementIndex","Availability_Filter","Attrition","Available"
"R09032",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",80.13,80.13,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09033",5,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",83.61,83.61,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09034",1,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",106.26,106.26,"BA/Bcom/BPharm",13,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09035",5,26,"Male","UnMarried","Hyderabad","Team Member","Fresher",99.33,99.33,"BA/Bcom/BPharm",5,0,"Voice","06:30PM-03:30AM","Cab","Amber","Current Employee",0,1
"R09036",5,22,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",79.82,79.82,"BA/Bcom/BPharm",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09037",5,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",78.09,78.09,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09038",5,21,"Male","UnMarried","Hyderabad","Team Member","Fresher",103.78,103.78,"BA/Bcom/BPharm",2,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R09039",1,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",89.95,89.95,"BCA/BBA",10,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09040",5,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",79.36,79.36,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09041",1,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",73.7,73.7,"BE/Btech",13,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R09072",1,27,"Female","Married","Hyderabad","Team Member","Lateral",95.75,95.75,"BE/Btech",19,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09073",3,22,"Male","UnMarried","Chennai","Team Member","Fresher",73.1,73.1,"BE/Btech",9,11,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09074",5,25,"Male","UnMarried","Chennai","Team Member","Lateral",82.14,82.14,"Diploma",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09078",3,28,"Male","UnMarried","Hyderabad","Team Member","Lateral",66.67,66.67,"BE/Btech",0,14,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09079",5,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",101.51,101.51,"BE/Btech",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R09083",1,25,"Male","UnMarried","Hyderabad","Team Member","Lateral",103.7,103.7,"BE/Btech",12,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09084",4,29,"Male","Married","Chennai","Team Member","Lateral",109.32,109.32,"BA/Bcom/BPharm",2,2,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09086",4,29,"Male","Married","Hyderabad","Team Member","Lateral",100.66,100.66,"BA/Bcom/BPharm",1,0,"Voice","06:30PM-03:30AM","Cab","Red","Current Employee",0,1
"R09087",4,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",103.89,103.89,"BE/Btech",14,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R09088",4,20,"Male","UnMarried","Hyderabad","Team Member","Fresher",125.67,125.67,"HSC",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09089",4,21,"Male","UnMarried","Hyderabad","Team Member","Fresher",99.73,99.73,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09090",4,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",90.19,90.19,"CS/CA (inter)",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09091",4,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",107.69,107.69,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09092",4,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",97.75,97.75,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R09093",1,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",127.65,127.65,"BE/Btech",13,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09094",4,22,"Female","Married","Hyderabad","Team Member","Fresher",121.26,121.26,"BE/Btech",14,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R09095",4,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",119.95,119.95,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09096",1,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",100.43,100.43,"BE/Btech",15,0,"Voice","06:30PM-03:30AM","Train","Green","Employee Left",1,0
"R09097",3,21,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",114.37,114.37,"BE/Btech",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R09098",4,27,"Female","UnMarried","Hyderabad","Team Member","Fresher",50,50,"MBA",19,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09099",4,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",105.35,105.35,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09100",1,26,"Male","UnMarried","Hyderabad","Team Member","Fresher",50,50,"BCA/BBA",17,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09101",4,29,"Male","UnMarried","Hyderabad","Team Member","Fresher",104.09,104.09,"MBA",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R09102",4,21,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",105.74,105.74,"BA/Bcom/BPharm",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09103",4,25,"Female","UnMarried","Hyderabad","Team Member","Fresher",115.29,115.29,"BSc",0,0,"Voice","06:00PM-03:00AM","Four Wheeler","Green","Current Employee",0,1
"R09104",4,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",124.94,124.94,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09105",1,27,"Male","UnMarried","Hyderabad","Team Member","Fresher",91.35,91.35,"BE/Btech",10,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09106",4,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",116,116,"MSc/Mpharm/MPhil",16,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09107",1,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",105.99,105.99,"BA/Bcom/BPharm",10,0,"Voice","06:30PM-03:30AM","Cab","Amber","Employee Left",1,0
"R09108",3,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",100.38,100.38,"BA/Bcom/BPharm",19,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09109",2,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",100,100,"BA/Bcom/BPharm",14,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09130",1,25,"Male","UnMarried","Hyderabad","Team Member","Lateral",100,100,"BA/Bcom/BPharm",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09131",0,21,"Female","UnMarried","Chennai","Team Member","Fresher",103.95,103.95,"BE/Btech",7,0,"Voice","06:30PM-03:30AM","Train","Green","Employee Left",1,0
"R09132",0,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",77.69,77.69,"BCA/BBA",4,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09133",1,27,"Male","UnMarried","Chennai","Team Member","Industry Fresher",59.22,59.22,"BSc",6,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09134",4,23,"Male","UnMarried","Chennai","Team Member","Fresher",45.17,45.17,"BSc",3,0,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R09135",1,23,"Male","UnMarried","Chennai","Team Member","Fresher",98.74,98.74,"BE/Btech",4,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09136",4,21,"Male","UnMarried","Chennai","Team Member","Fresher",30,30,"BE/Btech",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09137",1,21,"Male","UnMarried","Chennai","Team Member","Fresher",99.56,99.56,"BSc",6.5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09138",2,26,"Male","UnMarried","Chennai","Team Member","Fresher",107.44,107.44,"ME/Mtech",14,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09139",4,24,"Female","UnMarried","Chennai","Team Member","Industry Fresher",90.91,90.91,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R09140",3,28,"Male","UnMarried","Chennai","Team Member","Industry Fresher",131.24,131.24,"BSc",23,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09141",4,22,"Male","UnMarried","Chennai","Team Member","Industry Fresher",27.67,27.67,"BSc",2,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09142",4,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",25,25,"BE/Btech",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09143",4,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",43.64,43.64,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09146",1,25,"Male","UnMarried","Hyderabad","Team Member","Lateral",90,90,"BE/Btech",10,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09147",4,26,"Male","UnMarried","Hyderabad","Team Member","Lateral",124.25,124.25,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09148",4,26,"Male","UnMarried","Chennai","Team Member","Lateral",80.64,80.64,"BSc",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09149",3,27,"Male","Married","Chennai","Team Member","Lateral",63.68,63.68,"BE/Btech",10,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09151",4,24,"Male","UnMarried","Chennai","Team Member","Lateral",74.91,74.91,"BA/Bcom/BPharm",19,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09152",4,23,"Male","UnMarried","Chennai","Team Member","Lateral",103.85,103.85,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09176",4,22,"Female","UnMarried","Hyderabad","Team Member","Lateral",116.92,116.92,"BA/Bcom/BPharm",1,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R09177",4,29,"Male","UnMarried","Hyderabad","Team Member","Lateral",141.05,141.05,"Diploma",1,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R09179",4,26,"Male","UnMarried","Chennai","Team Member","Lateral",74.32,74.32,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09183",4,20,"Female","UnMarried","Chennai","Team Member","Fresher",34.61,34.61,"BA/Bcom/BPharm",1,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09184",4,20,"Female","UnMarried","Chennai","Team Member","Fresher",64.98,64.98,"BA/Bcom/BPharm",2,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09186",4,19,"Female","UnMarried","Chennai","Team Member","Fresher",34.09,34.09,"BA/Bcom/BPharm",2,0,"Non-Voice","08:00AM-05:00PM","Others","Green","Current Employee",0,1
"R09193",4,21,"Female","UnMarried","Chennai","Team Member","Fresher",33.43,33.43,"BA/Bcom/BPharm",1.5,9,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09195",4,20,"Female","UnMarried","Chennai","Team Member","Fresher",109.1,109.1,"BA/Bcom/BPharm",0,8,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09196",4,21,"Female","UnMarried","Chennai","Team Member","Fresher",120.12,120.12,"BA/Bcom/BPharm",6.5,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09198",4,27,"Male","UnMarried","Chennai","Team Member","Fresher",33.63,33.63,"BE/Btech",2,0,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09199",4,21,"Female","UnMarried","Chennai","Team Member","Fresher",64.11,64.11,"BSc",0,41,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R09202",4,20,"Female","UnMarried","Chennai","Team Member","Fresher",15.29,15.29,"BA/Bcom/BPharm",0,9,"Non-Voice","08:00AM-05:00PM","Train","Green","Current Employee",0,1
"R09203",4,20,"Male","UnMarried","Chennai","Team Member","Fresher",101.38,101.38,"BA/Bcom/BPharm",1,16,"Non-Voice","08:00AM-05:00PM","Bus","Green","Current Employee",0,1
"R09204",4,24,"Male","UnMarried","Hyderabad","Team Leader","Lateral",87.97,87.97,"BA/Bcom/BPharm",1,0,"Voice","06:30AM-03:30PM","Cab","Green","Current Employee",0,1
"R09232",4,29,"Male","Married","Chennai","Team Member","Lateral",82.49,82.49,"BSc",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09233",4,24,"Male","UnMarried","Chennai","Team Member","Lateral",68.36,68.36,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09234",1,27,"Male","UnMarried","Chennai","Team Member","Fresher",99.39,99.39,"BA/Bcom/BPharm",11.5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09235",4,21,"Male","UnMarried","Chennai","Team Member","Fresher",99.16,99.16,"BA/Bcom/BPharm",2,17,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R09236",0,24,"Male","UnMarried","Chennai","Team Member","Fresher",104.24,104.24,"BE/Btech",4,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09237",4,21,"Male","UnMarried","Chennai","Team Member","Fresher",88.85,88.85,"BA/Bcom/BPharm",1.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09238",4,24,"Male","UnMarried","Chennai","Team Member","Fresher",108.41,108.41,"BA/Bcom/BPharm",9,7,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09239",4,24,"Male","UnMarried","Chennai","Team Member","Fresher",124.68,124.68,"BE/Btech",0,35,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09240",4,24,"Male","UnMarried","Chennai","Team Member","Fresher",93.14,93.14,"Diploma",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09241",4,22,"Male","UnMarried","Chennai","Team Member","Fresher",90.7,90.7,"BCA/BBA",6,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09242",4,21,"Male","UnMarried","Chennai","Team Member","Fresher",126.6,126.6,"BE/Btech",0,19,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09243",0,24,"Female","Married","Chennai","Team Member","Fresher",50,50,"HSC",4,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09244",0,23,"Female","Married","Chennai","Team Member","Fresher",41.59,41.59,"Diploma",4,0,"Voice","06:30PM-03:30AM","Two Wheeler","Green","Employee Left",1,0
"R09245",2,25,"Male","UnMarried","Chennai","Team Member","Fresher",97.84,97.84,"BCA/BBA",16,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09246",4,26,"Male","UnMarried","Chennai","Team Member","Fresher",117.97,117.97,"BSc",0,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09247",3,20,"Male","UnMarried","Chennai","Team Member","Fresher",72.12,72.12,"BCA/BBA",8,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09248",3,23,"Male","UnMarried","Chennai","Team Member","Fresher",114.76,114.76,"BA/Bcom/BPharm",16,9,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09249",4,24,"Male","UnMarried","Chennai","Team Member","Fresher",90.47,90.47,"MCA",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09250",4,21,"Male","UnMarried","Chennai","Team Member","Fresher",84.14,84.14,"BA/Bcom/BPharm",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09251",4,21,"Female","UnMarried","Chennai","Team Member","Fresher",88.95,88.95,"BCA/BBA",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09252",4,24,"Male","UnMarried","Chennai","Team Member","Fresher",89.47,89.47,"BA/Bcom/BPharm",1.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09253",4,25,"Male","UnMarried","Chennai","Team Member","Fresher",91.83,91.83,"BCA/BBA",2,0,"Voice","06:00PM-03:00AM","Two Wheeler","Green","Current Employee",0,1
"R09254",1,25,"Male","UnMarried","Chennai","Team Member","Fresher",108.93,108.93,"BA/Bcom/BPharm",5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09255",4,22,"Female","UnMarried","Chennai","Team Member","Fresher",114.13,114.13,"MBA",8.5,7,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09256",4,23,"Male","UnMarried","Chennai","Team Member","Fresher",91.28,91.28,"BE/Btech",3.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09257",4,22,"Male","UnMarried","Chennai","Team Member","Fresher",93.69,93.69,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09307",4,23,"Female","UnMarried","Chennai","Team Member","Lateral",71.65,71.65,"BSc",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09308",4,23,"Male","UnMarried","Chennai","Team Member","Lateral",68.39,68.39,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09311",4,24,"Female","UnMarried","Chennai","Team Member","Lateral",52.69,52.69,"BA/Bcom/BPharm",4,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R09313",4,24,"Female","UnMarried","Hyderabad","Team Member","Lateral",49.96,49.96,"BA/Bcom/BPharm",0.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09351",4,20,"Male","UnMarried","Chennai","Team Member","Lateral",45.75,45.75,"BA/Bcom/BPharm",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09352",2,24,"Female","Married","Chennai","Team Member","Lateral",99.83,99.83,"BE/Btech",7,22,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R09353",4,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",80.89,80.89,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09354",0,25,"Male","UnMarried","Hyderabad","Team Member","Fresher",98.61,98.61,"BE/Btech",5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09355",0,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",50,50,"BE/Btech",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09356",4,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",72.51,72.51,"BE/Btech",1.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09357",1,24,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",102.52,102.52,"BA/Bcom/BPharm",12.5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09358",4,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",75.98,75.98,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09359",3,20,"Male","UnMarried","Hyderabad","Team Member","Fresher",66.67,66.67,"BCA/BBA",19,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09360",4,25,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",69.82,69.82,"MBA",18,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09361",4,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",82.38,82.38,"BE/Btech",2.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09362",0,22,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",109.6,109.6,"BSc",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09363",4,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",68.94,68.94,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09364",4,22,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",80.91,80.91,"BE/Btech",8,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09365",4,22,"Male","UnMarried","Hyderabad","Team Member","Fresher",66.67,66.67,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R09366",4,22,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",66.67,66.67,"BE/Btech",7,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09367",4,25,"Male","UnMarried","Hyderabad","Team Member","Fresher",66.67,66.67,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09368",4,23,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",79.44,79.44,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09369",0,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",81.8,81.8,"BE/Btech",4.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R09370",4,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",77.69,77.69,"BSc",1.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09371",4,23,"Male","UnMarried","Hyderabad","Team Member","Fresher",76.41,76.41,"BE/Btech",4.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09372",0,25,"Male","Married","Hyderabad","Team Member","Industry Fresher",109.6,109.6,"BE/Btech",5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09373",4,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",66.67,66.67,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
